,state_x,year_x,distid_stateassigned_x,schoolid_stateassigned,distname_x,schoolname_x,ncesdistid_admin_x,ncesdistid_geo_x,census_id_x,ncesid_x,ncesenroll_x,gradespan_x,level_x,enroll_raw_DC_x,enrollmetric_x,pp_stloc_raw_DC_x,pp_fed_raw_DC_x,pp_total_raw_DC_x,pp_site_stloc_raw_DC_x,pp_site_fed_raw_DC_x,pp_site_raw_DC_x,pp_centshare_stloc_raw_DC_x,pp_centshare_fed_raw_DC_x,pp_centshare_raw_DC_x,schoolstloc_raw_DC_x,schoolfed_raw_DC_x,schooltot_raw_DC_x,pp_total_norm_NERDS_x,disttotwexclu_raw_DC_x,distexclu_raw_DC_x,schtype_raw_DC_x,ward_raw_DC_x,countenroll_x,noaudit_x,nositecen_x,adfinvars_x,distflex_x,flag_nerds_x,flag_f33_x,state_y,year_y,distid_stateassigned_y,distname_y,schoolname_y,ncesdistid_admin_y,ncesdistid_geo_y,census_id_y,ncesid_y,ncesenroll_y,gradespan_y,level_y,enroll_raw_DC_y,enrollmetric_y,pp_stloc_raw_DC_y,pp_fed_raw_DC_y,pp_total_raw_DC_y,pp_site_stloc_raw_DC_y,pp_site_fed_raw_DC_y,pp_site_raw_DC_y,pp_centshare_stloc_raw_DC_y,pp_centshare_fed_raw_DC_y,pp_centshare_raw_DC_y,schoolstloc_raw_DC_y,schoolfed_raw_DC_y,schooltot_raw_DC_y,pp_total_norm_NERDS_y,disttotwexclu_raw_DC_y,distexclu_raw_DC_y,schtype_raw_DC_y,ward_raw_DC_y,countenroll_y,noaudit_y,nositecen_y,adfinvars_y,distflex_y,flag_nerds_y,flag_f33_y
203,DC,2018-2019,129,243,KIPP DC PCS,KIPP DC - Valor Academy PCS,1100031.0,1100031.0,,110003100486.0,336.0,05-08,3.0,336,October Count Day,17361,2093,19455,15301,1726,17027,2060,368,2428,5833296,703248,6536746,20031.51248,168559900,47106520,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - Valor Academy PCS,1100031.0,1100031.0,,110003100486.0,336.0,05-08,3.0,336,October Count Day,17361,2093,19455,15301,1726,17027,2060,368,2428,5833296,703248,6536746,20031.51248,168559900,47106520,Charter,7,1,0,0,0,1,0,0
204,DC,2018-2019,129,121,KIPP DC PCS,KIPP DC - WILL Academy PCS,1100031.0,1100031.0,,110003100376.0,328.0,05-08,3.0,328,October Count Day,17922,2070,19991,15861,1702,17564,2060,368,2428,5878416,678960,6557150,20567.51248,168559900,47106520,Charter,6,1,0,0,0,1,0,0,DC,2018-2019,129,KIPP DC PCS,KIPP DC - WILL Academy PCS,1100031.0,1100031.0,,110003100376.0,328.0,05-08,3.0,328,October Count Day,17922,2070,19991,15861,1702,17564,2060,368,2428,5878416,678960,6557150,20567.51248,168559900,47106520,Charter,6,1,0,0,0,1,0,0
205,DC,2018-2019,130,193,Latin American Montessori Bilingual PCS,Latin American Montessori Bilingual PCS,1100032.0,1100032.0,,110003200247.0,476.0,PK-05,2.0,476,October Count Day,18260,673,18933,,,,,,,8691760,320348,9012237,,9425680,413443,Charter,4,1,0,0,0,1,1,1,DC,2018-2019,130,Latin American Montessori Bilingual PCS,Latin American Montessori Bilingual PCS,1100032.0,1100032.0,,110003200247.0,476.0,PK-05,2.0,476,October Count Day,18260,673,18933,,,,,,,8691760,320348,9012237,,9425680,413443,Charter,4,1,0,0,0,1,1,1
206,DC,2018-2019,172,104,LAYC Career Academy PCS,LAYC Career Academy PCS,,,,,,,,129,October Count Day,21603,1136,22739,,,,,,,2786787,146544,2933345,,3214528,281183,Charter,1,1,0,0,0,1,0,0,DC,2018-2019,172,LAYC Career Academy PCS,LAYC Career Academy PCS,,,,,,,,129,October Count Day,21603,1136,22739,,,,,,,2786787,146544,2933345,,3214528,281183,Charter,1,1,0,0,0,1,0,0
207,DC,2018-2019,177,228,Lee Montessori PCS,Lee Montessori PCS - Brookland,1100093.0,1100093.0,,110009300476.0,210.0,PK-06,2.0,210,October Count Day,22189,999,23187,22189,999,23187,0,0,0,4659690,209790,4869333,,4941587,72254,Charter,5,1,0,0,0,1,0,1,DC,2018-2019,177,Lee Montessori PCS,Lee Montessori PCS - Brookland,1100093.0,1100093.0,,110009300476.0,210.0,PK-06,2.0,210,October Count Day,22189,999,23187,22189,999,23187,0,0,0,4659690,209790,4869333,,4941587,72254,Charter,5,1,0,0,0,1,0,1
208,DC,2018-2019,177,1141,Lee Montessori PCS,Lee Montessori PCS - East End,1100093.0,1100093.0,,110009300525.0,,PK-PK,1.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,1,1,1,DC,2018-2019,177,Lee Montessori PCS,Lee Montessori PCS - East End,1100093.0,1100093.0,,110009300525.0,,PK-PK,1.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,4941587,72254,NRD,NRD,1,0,0,0,1,1,1
209,DC,2018-2019,132,135,Mary McLeod Bethune Day Academy PCS,Mary McLeod Bethune Day Academy PCS,1100044.0,1100044.0,,110004400275.0,413.0,PK-08,3.0,413,October Count Day,19553,2108,21661,,,,,,,8075389,870604,8945848,,8998659,52811,Charter,5,1,0,0,0,1,1,1,DC,2018-2019,132,Mary McLeod Bethune Day Academy PCS,Mary McLeod Bethune Day Academy PCS,1100044.0,1100044.0,,110004400275.0,413.0,PK-08,3.0,413,October Count Day,19553,2108,21661,,,,,,,8075389,870604,8945848,,8998659,52811,Charter,5,1,0,0,0,1,1,1
210,DC,2018-2019,133,101,Maya Angelou PCS,Maya Angelou PCS - High School,1100014.0,1100014.0,,110001400391.0,201.0,09-12,4.0,201,October Count Day,35661,2819,38480,33391,2819,36210,2270,0,2270,7167861,566619,7734441,41316.32243,13619269,2814242,Charter (Alternative),7,1,0,0,0,1,0,0,DC,2018-2019,133,Maya Angelou PCS,Maya Angelou PCS - High School,1100014.0,1100014.0,,110001400391.0,201.0,09-12,4.0,201,October Count Day,35661,2819,38480,33391,2819,36210,2270,0,2270,7167861,566619,7734441,41316.32243,13619269,2814242,Charter (Alternative),7,1,0,0,0,1,0,0
211,DC,2018-2019,133,137,Maya Angelou PCS,Maya Angelou PCS - Young Adult Learning Center,1100014.0,1100014.0,,,,,,164,October Count Day,18544,179,18723,16275,179,16453,2270,0,2270,3041216,29356,3070586,21559.32243,13619269,2814242,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,133,Maya Angelou PCS,Maya Angelou PCS - Young Adult Learning Center,1100014.0,1100014.0,,,,,,164,October Count Day,18544,179,18723,16275,179,16453,2270,0,2270,3041216,29356,3070586,21559.32243,13619269,2814242,Charter,7,1,0,0,0,1,0,0
212,DC,2018-2019,135,165,Meridian PCS,Meridian PCS,1100015.0,1100015.0,,110001500229.0,642.0,PK-08,3.0,642,October Count Day,18861,1626,20487,,,,,,,12108762,1043892,13152542,21731.12093,13891603,739061,Charter,1,1,0,0,0,1,0,0,DC,2018-2019,135,Meridian PCS,Meridian PCS,1100015.0,1100015.0,,110001500229.0,642.0,PK-08,3.0,642,October Count Day,18861,1626,20487,,,,,,,12108762,1043892,13152542,21731.12093,13891603,739061,Charter,1,1,0,0,0,1,0,0
213,DC,2018-2019,184,260,Monument Academy PCS,Monument Academy PCS,1100100.0,1100100.0,,110010000500.0,128.0,05-08,3.0,128,October Count Day,69316,3286,72601,,,,,,,8872448,420608,9292971,78761.79562,11591755,2298784,Charter (Alternative),6,1,0,0,0,1,0,0,DC,2018-2019,184,Monument Academy PCS,Monument Academy PCS,1100100.0,1100100.0,,110010000500.0,128.0,05-08,3.0,128,October Count Day,69316,3286,72601,,,,,,,8872448,420608,9292971,78761.79562,11591755,2298784,Charter (Alternative),6,1,0,0,0,1,0,0
214,DC,2018-2019,171,3065,Mundo Verde Bilingual PCS,Mundo Verde Bilingual PCS,1100086.0,1100086.0,,110008600444.0,594.0,PK-05,2.0,594,October Count Day,17126,835,17961,17126,835,17961,0,0,0,10172844,495990,10668791,,12867169,2198378,Charter,5,1,0,0,0,1,0,1,DC,2018-2019,171,Mundo Verde Bilingual PCS,Mundo Verde Bilingual PCS,1100086.0,1100086.0,,110008600444.0,594.0,PK-05,2.0,594,October Count Day,17126,835,17961,17126,835,17961,0,0,0,10172844,495990,10668791,,12867169,2198378,Charter,5,1,0,0,0,1,0,1
215,DC,2018-2019,171,1088,Mundo Verde Bilingual PCS,Mundo Verde Bilingual PCS - 4401 8th Street NE Campus,1100086.0,1100086.0,,110008600527.0,,PK-KG,1.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,NRD,NRD,NRD,NRD,1,0,0,0,1,1,1,DC,2018-2019,171,Mundo Verde Bilingual PCS,Mundo Verde Bilingual PCS - 4401 8th Street NE Campus,1100086.0,1100086.0,,110008600527.0,,PK-KG,1.0,NRD,October Count Day,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,NRD,,12867169,2198378,NRD,NRD,1,0,0,0,1,1,1
216,DC,2018-2019,163,1120,National Collegiate Preparatory PCHS,National Collegiate Preparatory PCHS,1100079.0,1100079.0,,110007900424.0,252.0,09-12,4.0,252,October Count Day,21878,2137,24015,,,,,,,5513256,538524,6051889,24030.99611,6113075,61186,Charter,8,1,0,0,0,1,0,0,DC,2018-2019,163,National Collegiate Preparatory PCHS,National Collegiate Preparatory PCHS,1100079.0,1100079.0,,110007900424.0,252.0,09-12,4.0,252,October Count Day,21878,2137,24015,,,,,,,5513256,538524,6051889,24030.99611,6113075,61186,Charter,8,1,0,0,0,1,0,0
217,DC,2018-2019,138,222,Paul PCS,Paul PCS - International High School,1100039.0,1100039.0,,110003900477.0,466.0,09-12,4.0,465,October Count Day,22225,1208,23433,10489,153,10641,11737,1055,12792,10334625,561720,10896506,23300.09178,19107731,1937708,Charter,4,1,0,0,0,1,0,0,DC,2018-2019,138,Paul PCS,Paul PCS - International High School,1100039.0,1100039.0,,110003900477.0,466.0,09-12,4.0,465,October Count Day,22225,1208,23433,10489,153,10641,11737,1055,12792,10334625,561720,10896506,23300.09178,19107731,1937708,Charter,4,1,0,0,0,1,0,0
218,DC,2018-2019,138,170,Paul PCS,Paul PCS - Middle School,1100039.0,1100039.0,,110003900257.0,262.0,06-08,3.0,262,October Count Day,22890,1055,23945,11153,0,11153,11737,1055,12792,5997180,276410,6273517,23812.09178,19107731,1937708,Charter,4,1,0,0,0,1,0,0,DC,2018-2019,138,Paul PCS,Paul PCS - Middle School,1100039.0,1100039.0,,110003900257.0,262.0,06-08,3.0,262,October Count Day,22890,1055,23945,11153,0,11153,11737,1055,12792,5997180,276410,6273517,23812.09178,19107731,1937708,Charter,4,1,0,0,0,1,0,0
219,DC,2018-2019,125,161,Perry Street Preparatory PCS,Perry Street Preparatory PCS,1100011.0,1100011.0,,110001100225.0,367.0,PK-08,3.0,367,October Count Day,21754,1818,23572,,,,,,,7983718,667206,8650831,24249.784,9060738,409907,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,125,Perry Street Preparatory PCS,Perry Street Preparatory PCS,1100011.0,1100011.0,,110001100225.0,367.0,PK-08,3.0,367,October Count Day,21754,1818,23572,,,,,,,7983718,667206,8650831,24249.784,9060738,409907,Charter,5,1,0,0,0,1,0,0
220,DC,2018-2019,167,3067,Richard Wright PCS for Journalism and Media Arts,Richard Wright PCS for Journalism and Media Arts,1100082.0,1100082.0,,110008200441.0,299.0,08-12,4.0,299,October Count Day,18708,1883,20592,,,,,,,5593692,563017,6156891,22089.03,6183429,26538,Charter,6,1,0,0,0,1,0,0,DC,2018-2019,167,Richard Wright PCS for Journalism and Media Arts,Richard Wright PCS for Journalism and Media Arts,1100082.0,1100082.0,,110008200441.0,299.0,08-12,4.0,299,October Count Day,18708,1883,20592,,,,,,,5593692,563017,6156891,22089.03,6183429,26538,Charter,6,1,0,0,0,1,0,0
221,DC,2018-2019,191,1016,Rocketship DC PCS,Rocketship DC PCS - Legacy Prep,1100106.0,1100106.0,,110010600514.0,467.0,PK-04,2.0,467,October Count Day,21749,1192,22941,20983,1192,22175,766,0,766,10156783,556664,10713214,,24595631,0,Charter,7,1,0,0,0,1,0,1,DC,2018-2019,191,Rocketship DC PCS,Rocketship DC PCS - Legacy Prep,1100106.0,1100106.0,,110010600514.0,467.0,PK-04,2.0,467,October Count Day,21749,1192,22941,20983,1192,22175,766,0,766,10156783,556664,10713214,,24595631,0,Charter,7,1,0,0,0,1,0,1
222,DC,2018-2019,191,286,Rocketship DC PCS,Rocketship DC PCS - Rise Academy,1100106.0,1100106.0,,110010600509.0,618.0,PK-05,2.0,618,October Count Day,21092,1371,22463,20381,1371,21752,711,0,711,13034856,847278,13882417,,24595631,0,Charter,8,1,0,0,0,1,0,1,DC,2018-2019,191,Rocketship DC PCS,Rocketship DC PCS - Rise Academy,1100106.0,1100106.0,,110010600509.0,618.0,PK-05,2.0,618,October Count Day,21092,1371,22463,20381,1371,21752,711,0,711,13034856,847278,13882417,,24595631,0,Charter,8,1,0,0,0,1,0,1
223,DC,2018-2019,140,173,Roots PCS,Roots PCS,1100020.0,1100020.0,,110002000234.0,109.0,PK-05,2.0,109,October Count Day,18179,1848,20026,,,,,,,1981511,201432,2182877,,2182877,0,Charter,4,1,0,0,0,1,1,1,DC,2018-2019,140,Roots PCS,Roots PCS,1100020.0,1100020.0,,110002000234.0,109.0,PK-05,2.0,109,October Count Day,18179,1848,20026,,,,,,,1981511,201432,2182877,,2182877,0,Charter,4,1,0,0,0,1,1,1
224,DC,2018-2019,142,174,SEED PCS of Washington DC,SEED PCS of Washington DC,1100022.0,1100022.0,,110002200236.0,284.0,08-12,4.0,284,October Count Day,47671,0,47671,,,,,,,13538564,0,13538659,48795.03072,14977179,1438520,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,142,SEED PCS of Washington DC,SEED PCS of Washington DC,1100022.0,1100022.0,,110002200236.0,284.0,08-12,4.0,284,October Count Day,47671,0,47671,,,,,,,13538564,0,13538659,48795.03072,14977179,1438520,Charter,7,1,0,0,0,1,0,0
225,DC,2018-2019,174,197,Sela PCS,Sela PCS,1100088.0,1100088.0,,110008800461.0,229.0,PK-05,2.0,229,October Count Day,19065,1021,20086,,,,,,,4365885,233809,4599737,22340.42358,4751907,152170,Charter,4,1,0,0,0,1,0,0,DC,2018-2019,174,Sela PCS,Sela PCS,1100088.0,1100088.0,,110008800461.0,229.0,PK-05,2.0,229,October Count Day,19065,1021,20086,,,,,,,4365885,233809,4599737,22340.42358,4751907,152170,Charter,4,1,0,0,0,1,0,0
226,DC,2018-2019,166,3066,Shining Stars Montessori Academy PCS,Shining Stars Montessori Academy PCS,1100081.0,1100081.0,,110008100442.0,285.0,PK-06,2.0,285,October Count Day,18337,771,19108,,,,,,,5226045,219735,5445800,20382.38596,5453168,7368,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,166,Shining Stars Montessori Academy PCS,Shining Stars Montessori Academy PCS,1100081.0,1100081.0,,110008100442.0,285.0,PK-06,2.0,285,October Count Day,18337,771,19108,,,,,,,5226045,219735,5445800,20382.38596,5453168,7368,Charter,5,1,0,0,0,1,0,0
227,DC,2018-2019,143,1047,St. Coletta Special Education PCS,St. Coletta Special Education PCS,1100064.0,1100064.0,,110006400367.0,250.0,PK-12,4.0,250,October Count Day,73100,461,73561,,,,,,,18275000,115250,18390308,77191.768,18648168,257860,Charter,7,1,0,0,0,1,0,0,DC,2018-2019,143,St. Coletta Special Education PCS,St. Coletta Special Education PCS,1100064.0,1100064.0,,110006400367.0,250.0,PK-12,4.0,250,October Count Day,73100,461,73561,,,,,,,18275000,115250,18390308,77191.768,18648168,257860,Charter,7,1,0,0,0,1,0,0
228,DC,2018-2019,314,1037,Statesmen College Preparatory Academy for Boys PCS,Statesmen College Preparatory Academy for Boys PCS,1100110.0,1100110.0,,110011000518.0,56.0,04-05,2.0,56,October Count Day,29901,5242,35143,,,,,,,1674456,293552,1968031,,2066232,98201,Charter,8,1,0,0,0,1,1,1,DC,2018-2019,314,Statesmen College Preparatory Academy for Boys PCS,Statesmen College Preparatory Academy for Boys PCS,1100110.0,1100110.0,,110011000518.0,56.0,04-05,2.0,56,October Count Day,29901,5242,35143,,,,,,,1674456,293552,1968031,,2066232,98201,Charter,8,1,0,0,0,1,1,1
229,DC,2018-2019,188,255,The Children's Guild PCS,The Children's Guild PCS,1100101.0,1100101.0,,110010100499.0,376.0,KG-08,3.0,376,October Count Day,32851,2278,35129,,,,,,,12351976,856528,13208437,,13593027,384590,Charter (Alternative),5,1,0,0,0,1,1,1,DC,2018-2019,188,The Children's Guild PCS,The Children's Guild PCS,1100101.0,1100101.0,,110010100499.0,376.0,KG-08,3.0,376,October Count Day,32851,2278,35129,,,,,,,12351976,856528,13208437,,13593027,384590,Charter (Alternative),5,1,0,0,0,1,1,1
230,DC,2018-2019,303,1036,The Family Place PCS,The Family Place PCS,,,,,,,,133,October Count Day,7975,0,7975,,,,,,,1060675,0,1060633,,1060633,0,Charter,1,1,0,0,0,1,0,0,DC,2018-2019,303,The Family Place PCS,The Family Place PCS,,,,,,,,133,October Count Day,7975,0,7975,,,,,,,1060675,0,1060633,,1060633,0,Charter,1,1,0,0,0,1,0,0
231,DC,2018-2019,145,168,The Next Step El Proximo Paso PCS,The Next Step El Proximo Paso PCS,,,,,,,,379,October Count Day,22481,653,23134,,,,,,,8520299,247487,8767763,,10576857,1809094,Charter,1,1,0,0,0,1,0,0,DC,2018-2019,145,The Next Step El Proximo Paso PCS,The Next Step El Proximo Paso PCS,,,,,,,,379,October Count Day,22481,653,23134,,,,,,,8520299,247487,8767763,,10576857,1809094,Charter,1,1,0,0,0,1,0,0
232,DC,2018-2019,146,191,Thurgood Marshall Academy PCS,Thurgood Marshall Academy PCS,1100034.0,1100034.0,,110003400249.0,392.0,09-12,4.0,392,October Count Day,18649,1753,20402,,,,,,,7310408,687176,7997561,,8335946,338385,Charter,8,1,0,0,0,1,1,1,DC,2018-2019,146,Thurgood Marshall Academy PCS,Thurgood Marshall Academy PCS,1100034.0,1100034.0,,110003400249.0,392.0,09-12,4.0,392,October Count Day,18649,1753,20402,,,,,,,7310408,687176,7997561,,8335946,338385,Charter,8,1,0,0,0,1,1,1
233,DC,2018-2019,149,198,Two Rivers PCS,Two Rivers PCS - 4th St,1100045.0,1100045.0,,110004500279.0,528.0,PK-08,3.0,528,October Count Day,18500,1093,19593,18500,1093,19593,0,0,0,9768000,577104,10345277,21000.43543,21016663,4393169,Charter,6,1,0,0,0,1,0,0,DC,2018-2019,149,Two Rivers PCS,Two Rivers PCS - 4th St,1100045.0,1100045.0,,110004500279.0,528.0,PK-08,3.0,528,October Count Day,18500,1093,19593,18500,1093,19593,0,0,0,9768000,577104,10345277,21000.43543,21016663,4393169,Charter,6,1,0,0,0,1,0,0
234,DC,2018-2019,149,270,Two Rivers PCS,Two Rivers PCS - Young,1100045.0,1100045.0,,110004500498.0,332.0,PK-05,2.0,332,October Count Day,18149,761,18910,18149,761,18910,0,0,0,6025468,252652,6278217,20317.43543,21016663,4393169,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,149,Two Rivers PCS,Two Rivers PCS - Young,1100045.0,1100045.0,,110004500498.0,332.0,PK-05,2.0,332,October Count Day,18149,761,18910,18149,761,18910,0,0,0,6025468,252652,6278217,20317.43543,21016663,4393169,Charter,5,1,0,0,0,1,0,0
235,DC,2018-2019,185,263,Washington Global PCS,Washington Global PCS,1100102.0,1100102.0,,110010200503.0,216.0,06-08,3.0,216,October Count Day,18832,1996,20828,,,,,,,4067712,431136,4498869,21750.61927,5956738,1457869,Charter,6,1,0,0,0,1,0,0,DC,2018-2019,185,Washington Global PCS,Washington Global PCS,1100102.0,1100102.0,,110010200503.0,216.0,06-08,3.0,216,October Count Day,18832,1996,20828,,,,,,,4067712,431136,4498869,21750.61927,5956738,1457869,Charter,6,1,0,0,0,1,0,0
236,DC,2018-2019,151,125,Washington Latin PCS,Washington Latin PCS - Middle School,1100019.0,1100019.0,,110001900324.0,370.0,05-08,3.0,370,October Count Day,16404,426,16829,16404,426,16829,0,0,0,6069480,157620,6226858,17633.25714,12923753,318733,Charter,4,1,0,0,0,1,0,0,DC,2018-2019,151,Washington Latin PCS,Washington Latin PCS - Middle School,1100019.0,1100019.0,,110001900324.0,370.0,05-08,3.0,370,October Count Day,16404,426,16829,16404,426,16829,0,0,0,6069480,157620,6226858,17633.25714,12923753,318733,Charter,4,1,0,0,0,1,0,0
237,DC,2018-2019,151,1118,Washington Latin PCS,Washington Latin PCS - Upper School,1100019.0,1100019.0,,110001900423.0,328.0,09-12,4.0,328,October Count Day,18954,492,19446,18954,492,19446,0,0,0,6216912,161376,6378162,20250.25714,12923753,318733,Charter,4,1,0,0,0,1,0,0,DC,2018-2019,151,Washington Latin PCS,Washington Latin PCS - Upper School,1100019.0,1100019.0,,110001900423.0,328.0,09-12,4.0,328,October Count Day,18954,492,19446,18954,492,19446,0,0,0,6216912,161376,6378162,20250.25714,12923753,318733,Charter,4,1,0,0,0,1,0,0
238,DC,2018-2019,194,283,Washington Leadership Academy PCS,Washington Leadership Academy PCS,1100103.0,1100103.0,,110010300510.0,306.0,09-12,4.0,306,October Count Day,19103,1535,20638,,,,,,,5845518,469710,6315174,,8200613,1885439,Charter,5,1,0,0,0,1,1,1,DC,2018-2019,194,Washington Leadership Academy PCS,Washington Leadership Academy PCS,1100103.0,1100103.0,,110010300510.0,306.0,09-12,4.0,306,October Count Day,19103,1535,20638,,,,,,,5845518,469710,6315174,,8200613,1885439,Charter,5,1,0,0,0,1,1,1
239,DC,2018-2019,160,1117,Washington Yu Ying PCS,Washington Yu Ying PCS,1100077.0,1100077.0,,110007700411.0,569.0,PK-05,2.0,569,October Count Day,16503,738,17242,,,,,,,9390207,419922,9810497,18784.18453,11026861,1216364,Charter,5,1,0,0,0,1,0,0,DC,2018-2019,160,Washington Yu Ying PCS,Washington Yu Ying PCS,1100077.0,1100077.0,,110007700411.0,569.0,PK-05,2.0,569,October Count Day,16503,738,17242,,,,,,,9390207,419922,9810497,18784.18453,11026861,1216364,Charter,5,1,0,0,0,1,0,0
240,DC,2018-2019,131,128,Youthbuild PCS,Youthbuild PCS,,,,,,,,130,October Count Day,18198,5031,23229,,,,,,,2365740,654030,3019777,,3345515,325738,Charter,1,1,0,0,0,1,0,0,DC,2018-2019,131,Youthbuild PCS,Youthbuild PCS,,,,,,,,130,October Count Day,18198,5031,23229,,,,,,,2365740,654030,3019777,,3345515,325738,Charter,1,1,0,0,0,1,0,0
